make	model	body style	year	mileage	engine	fuel type	number of owners	price
Hyundai	Elantra	SEL 2.0L Automatic	2019	32,741	2.0L Inline-4 Gas	Gas	2	14,999
Hyundai	Tucson	SE FWD	2019	34,700	2.0L Inline-4 Gas	Gas	1	15,300
Hyundai	Elantra	SE 2.0L Automatic	2019	28,631	2.0L Inline-4 Gas	Gas	1	10,900
Hyundai	Accent	SE Automatic	2019	15,464	1.6L Inline-4 Gas	Gas	1	11,480
Hyundai	Elantra	SE 2.0L Automatic	2019	21,052	2.0L Inline-4 Gas	Gas	1	12,709
Hyundai	Accent	SE Automatic	2019	21,272	1.6L Inline-4 Gas	Gas	2	10,996
Hyundai	Elantra	SEL 2.0L Automatic	2019	15,396	2.0L Inline-4 Gas	Gas	1	12,270
Hyundai	Elantra	SEL 2.0L Automatic	2019	39,371	2.0L Inline-4 Gas	Gas	1	12,795
Hyundai	Tucson	SE AWD	2019	39,248	2.0L Inline-4 Gas	Gas	2	17,225
Hyundai	Elantra	SEL 2.0L Automatic	2019	35,389	2.0L Inline-4 Gas	Gas	1	14,999
Hyundai	Elantra	SEL 2.0L Automatic	2019	39,427	2.0L Inline-4 Gas	Gas	1	12,500
Hyundai	Tucson	SE FWD	2019	41,177	2.0L Inline-4 Gas	Gas	1	14,373
Hyundai	Tucson	SE FWD	2019	38,582	2.0L Inline-4 Gas	Gas	1	14,998
Hyundai	Santa Fe	SE 2.4L FWD	2019	45,420	2.4L Inline-4 Gas	Gas	2	15,900
Hyundai	Santa Fe	SE 2.4L AWD	2019	42,685	2.4L Inline-4 Gas	Gas	1	17,000
Hyundai	Elantra	GT Hatchback Automatic	2019	33,196	2.0L Inline-4 Gas	Gas	1	13,900
Hyundai	Tucson	SE FWD	2019	37,506	2.0L Inline-4 Gas	Gas	1	15,740
Hyundai	Elantra	SEL 2.0L Automatic	2019	29,403	2.0L Inline-4 Gas	Gas	1	12,750
Hyundai	Tucson	SE AWD	2019	41,542	2.0L Inline-4 Gas	Gas	1	15,143
Hyundai	Tucson	SE AWD	2019	35,029	2.0L Inline-4 Gas	Gas	2	14,999
Hyundai	Tucson	Value AWD	2019	18,577	2.0L Inline-4 Gas	Gas	1	18,000
Hyundai	Elantra	SEL 2.0L Automatic	2019	49,369	2.0L Inline-4 Gas	Gas	1	10,888
Hyundai	Tucson	SE AWD	2019	36,743	2.0L Inline-4 Gas	Gas	1	17,977
Hyundai	Tucson	SE AWD	2019	44,930	2.0L Inline-4 Gas	Gas	2	15,585
Hyundai	Elantra	SEL 2.0L Automatic	2019	35,217	2.0L Inline-4 Gas	Gas	1	12,599
Hyundai	Santa Fe	SE 2.4L AWD	2019	33,674	2.4L Inline-4 Gas	Gas	1	18,299
Hyundai	Elantra	SE 2.0L Automatic	2019	15,730	2.0L Inline-4 Gas	Gas	1	11,900
Hyundai	Accent	SE Automatic	2019	17,883	1.6L Inline-4 Gas	Gas	1	11,697
Hyundai	Santa Fe	Ultimate 2.0T AWD	2019	35,132	2.0L Inline-4 Gas Turbocharged	Gas	1	26,000
Hyundai	Elantra	SEL 2.0L IVT	2020	16,797	2.0L Inline-4 Gas	Gas	1	13,499
Hyundai	Santa Fe	Limited 2.0T AWD	2020	16,684	2.0L Inline-4 Gas Turbocharged	Gas	1	34,500
Hyundai	Santa Fe	SEL 2.4L AWD	2020	16,122	2.4L Inline-4 Gas	Gas	1	24,590
Hyundai	Elantra	SEL 2.0L IVT	2020	37,398	2.0L Inline-4 Gas	Gas	1	14,891
Hyundai	Elantra	SEL 2.0L IVT	2020	8,978	2.0L Inline-4 Gas	Gas	1	12,498
Hyundai	Elantra	SEL 2.0L IVT	2020	7,276	2.0L Inline-4 Gas	Gas	2	12,498
Hyundai	Elantra	SEL 2.0L IVT	2020	6,532	2.0L Inline-4 Gas	Gas	1	12,498
Hyundai	Elantra	SEL 2.0L IVT	2020	8,439	2.0L Inline-4 Gas	Gas	1	12,498
Hyundai	Elantra	SEL 2.0L IVT	2020	2,510	2.0L Inline-4 Gas	Gas	1	12,998
Hyundai	Elantra	SEL 2.0L IVT	2020	2,477	2.0L Inline-4 Gas	Gas	1	12,498
Hyundai	Elantra	SEL 2.0L IVT	2020	6,570	2.0L Inline-4 Gas	Gas	1	11,998
Hyundai	Elantra	SEL 2.0L IVT	2020	2,594	2.0L Inline-4 Gas	Gas	1	12,998
Hyundai	Elantra	SEL 2.0L IVT	2020	4,791	2.0L Inline-4 Gas	Gas	1	12,998
Hyundai	Elantra	SEL 2.0L IVT	2020	38,615	2.0L Inline-4 Gas	Gas	1	11,988
Hyundai	Elantra	SEL 2.0L IVT	2020	6,252	2.0L Inline-4 Gas	Gas	1	12,498
Hyundai	Santa Fe	SE 2.4L FWD	2020	168	2.4L Inline-4 Gas	Gas	0	22,233
Hyundai	Santa Fe	SE 2.4L FWD	2020	44,077	2.4L Inline-4 Gas	Gas	1	15,685
Hyundai	Elantra	SEL 2.0L IVT	2020	6,476	2.0L Inline-4 Gas	Gas	1	12,498
Hyundai	Elantra	SEL 2.0L IVT	2020	33,912	2.0L Inline-4 Gas	Gas	1	12,605
Hyundai	Elantra	SEL 2.0L IVT	2020	30,339	2.0L Inline-4 Gas	Gas	1	12,049
Hyundai	Tucson	SE AWD	2020	16,225	2.0L Inline-4 Gas	Gas	1	17,697
Hyundai	Elantra	SEL 2.0L IVT	2020	9,009	2.0L Inline-4 Gas	Gas	1	12,498
Hyundai	Elantra	SEL 2.0L IVT	2020	8,950	2.0L Inline-4 Gas	Gas	1	11,995
Hyundai	Elantra	SEL 2.0L IVT	2020	6,118	2.0L Inline-4 Gas	Gas	1	12,998
Hyundai	Elantra	SEL 2.0L IVT	2020	5,176	2.0L Inline-4 Gas	Gas	1	12,998
Hyundai	Elantra	SEL 2.0L IVT	2020	5,936	2.0L Inline-4 Gas	Gas	1	12,998
Hyundai	Elantra	SEL 2.0L IVT	2020	35,786	2.0L Inline-4 Gas	Gas	0	12,018
Hyundai	Elantra	SEL IVT (SULEV)	2020	6,303	2.0L Inline-4 Gas	Gas	1	13,898
Hyundai	Elantra	SEL 2.0L IVT	2020	3,306	2.0L Inline-4 Gas	Gas	1	13,298
Hyundai	Tucson	SE AWD	2020	24,376	2.0L Inline-4 Gas	Gas	1	16,697
Hyundai	Elantra	SEL 2.0L IVT	2020	31,880	2.0L Inline-4 Gas	Gas	1	12,420
Hyundai	Elantra	SEL 2.0L IVT	2020	2,358	2.0L Inline-4 Gas	Gas	1	13,498
Hyundai	Elantra	SEL 2.0L IVT	2020	5,050	2.0L Inline-4 Gas	Gas	1	12,998
Hyundai	Elantra	SEL 2.0L IVT	2020	31,390	2.0L Inline-4 Gas	Gas	1	12,170
Hyundai	Accent	SE Automatic	2020	30,700	1.6L Inline-4 Gas	Gas	2	9,991
Hyundai	Elantra	SEL 2.0L IVT	2020	27,341	2.0L Inline-4 Gas	Gas	2	12,250
Hyundai	Santa Fe	SE 2.4L FWD	2020	38,244	2.4L Inline-4 Gas	Gas	1	16,697
Hyundai	Elantra	SEL IVT (SULEV)	2020	33	2.0L Inline-4 Gas	Gas	0	15,995
Hyundai	Elantra	SEL 2.0L IVT	2020	13,006	2.0L Inline-4 Gas	Gas	1	13,095
Hyundai	Elantra	SEL 2.0L IVT	2020	26,971	2.0L Inline-4 Gas	Gas	2	12,848
Hyundai	Elantra	SEL 2.0L IVT	2020	34,284	2.0L Inline-4 Gas	Gas	1	13,224
Hyundai	Elantra	SEL IVT (SULEV)	2020	7,101	2.0L Inline-4 Gas	Gas	1	15,427
Hyundai	Elantra	SEL 2.0L IVT	2020	30,718	2.0L Inline-4 Gas	Gas	2	12,999
Hyundai	Elantra	SEL 2.0L IVT	2020	32,910	2.0L Inline-4 Gas	Gas	1	12,485
Hyundai	Elantra	Value Edition 2.0L IVT	2020	12,466	2.0L Inline-4 Gas	Gas	1	13,988
Hyundai	Elantra	GT Automatic	2020	4,184	2.0L Inline-4 Gas	Gas	1	16,000
Hyundai	Elantra	SEL 2.0L IVT	2020	22,918	2.0L Inline-4 Gas	Gas	1	13,900
Hyundai	Elantra	SEL 2.0L IVT	2020	38,945	2.0L Inline-4 Gas	Gas	0	13,785
Hyundai	Elantra	SEL 2.0L IVT	2020	22,533	2.0L Inline-4 Gas	Gas	1	12,498
Hyundai	Elantra	SEL 2.0L IVT	2020	22,660	2.0L Inline-4 Gas	Gas	1	12,597
Hyundai	Santa Fe	SEL 2.4L FWD	2020	20,518	2.4L Inline-4 Gas	Gas	1	19,995
Hyundai	Elantra	SEL 2.0L IVT	2020	32,432	2.0L Inline-4 Gas	Gas	1	12,485
Hyundai	Elantra	SEL 2.0L IVT	2020	17,714	2.0L Inline-4 Gas	Gas	0	12,998
Hyundai	Santa Fe	SE 2.4L FWD	2020	12,828	2.4L Inline-4 Gas	Gas	1	18,907
Hyundai	Elantra	SEL 2.0L IVT	2020	24,875	2.0L Inline-4 Gas	Gas	1	12,497
Hyundai	Tucson	Value FWD	2020	392	2.0L Inline-4 Gas	Gas	0	20,999
Hyundai	Elantra	SEL 2.0L IVT	2020	15,902	2.0L Inline-4 Gas	Gas	1	10,995
Hyundai	Elantra	SEL 2.0L IVT	2020	33,485	2.0L Inline-4 Gas	Gas	1	13,299
Hyundai	Veloster	2.0 Premium Automatic	2020	23,067	2.0L Inline-4 Gas	Gas	1	14,999
Hyundai	Elantra	SEL 2.0L IVT	2020	30,193	2.0L Inline-4 Gas	Gas	1	12,985
Hyundai	Accent	SE Automatic	2020	28,352	1.6L Inline-4 Gas	Gas	1	12,000
Hyundai	Elantra	SEL 2.0L IVT	2020	17,647	2.0L Inline-4 Gas	Gas	1	12,990
Hyundai	Elantra	SEL 2.0L IVT	2020	34,074	2.0L Inline-4 Gas	Gas	1	11,495
Hyundai	Elantra	SEL 2.0L IVT	2020	29,482	2.0L Inline-4 Gas	Gas	1	14,300
Hyundai	Santa Fe	SE 2.4L AWD	2020	9,369	2.4L Inline-4 Gas	Gas	1	20,759
Hyundai	Kona	SE AWD Automatic	2020	21,749	2.0L Inline-4 Gas	Gas	2	15,499
Hyundai	Santa Fe	SE 2.4L FWD	2020	12,653	2.4L Inline-4 Gas	Gas	1	19,990
Hyundai	Tucson	Ultimate FWD	2020	13,023	2.4L Inline-4 Gas	Gas	1	24,990
Hyundai	Santa Fe	SE 2.4L FWD	2020	25,873	2.4L Inline-4 Gas	Gas	1	18,450
Hyundai	Elantra	SEL 2.0L IVT	2020	32,873	2.0L Inline-4 Gas	Gas	1	12,485
Hyundai	Elantra	SEL 2.0L IVT	2020	12,047	2.0L Inline-4 Gas	Gas	1	14,499
Hyundai	Tucson	Ultimate FWD	2020	14,452	2.4L Inline-4 Gas	Gas	1	23,799
Hyundai	Elantra	SEL 2.0L IVT	2020	37,811	2.0L Inline-4 Gas	Gas	1	12,484
Hyundai	Elantra	SEL 2.0L IVT	2020	37,062	2.0L Inline-4 Gas	Gas	2	12,484
Hyundai	Elantra	SEL 2.0L IVT	2020	32,000	2.0L Inline-4 Gas	Gas	1	12,995
Hyundai	Elantra	SEL 2.0L IVT	2020	33,550	2.0L Inline-4 Gas	Gas	2	12,995
Hyundai	Elantra	SEL 2.0L IVT	2020	8,153	2.0L Inline-4 Gas	Gas	1	17,900
Hyundai	Elantra	SEL 2.0L IVT	2020	16,766	2.0L Inline-4 Gas	Gas	1	13,595
Hyundai	Elantra	SEL 2.0L IVT	2020	35,381	2.0L Inline-4 Gas	Gas	1	12,995
Hyundai	Elantra	SEL 2.0L IVT	2020	34,564	2.0L Inline-4 Gas	Gas	1	12,485
Hyundai	Elantra	SE 2.0L IVT	2020	14,196	2.0L Inline-4 Gas	Gas	1	12,900
Hyundai	Santa Fe	Limited 2.4L FWD	2020	15,550	2.4L Inline-4 Gas	Gas	0	28,299
Hyundai	Santa Fe	SE 2.4L FWD	2020	14,301	2.4L Inline-4 Gas	Gas	1	19,224
Hyundai	Elantra	SEL IVT (SULEV)	2020	3,767	2.0L Inline-4 Gas	Gas	1	14,762
Hyundai	Elantra	SEL 2.0L IVT	2020	14,259	2.0L Inline-4 Gas	Gas	1	12,498
Hyundai	Elantra	SEL 2.0L IVT	2020	38,216	2.0L Inline-4 Gas	Gas	1	12,100
Hyundai	Elantra	Value Edition IVT (SULEV)	2020	15,397	2.0L Inline-4 Gas	Gas	1	14,475
Hyundai	Elantra	SEL 2.0L IVT	2020	19,465	2.0L Inline-4 Gas	Gas	1	12,975
Hyundai	Tucson	Value FWD	2020	2,895	2.0L Inline-4 Gas	Gas	0	19,599
Hyundai	Elantra	SEL 2.0L IVT	2020	13,847	2.0L Inline-4 Gas	Gas	1	14,888
Hyundai	Elantra	SEL 2.0L IVT	2020	13,553	2.0L Inline-4 Gas	Gas	1	13,996
Hyundai	Elantra	SEL 2.0L IVT	2020	34,662	2.0L Inline-4 Gas	Gas	1	14,590
Hyundai	Santa Fe	SE 2.4L FWD	2020	9,803	2.4L Inline-4 Gas	Gas	1	19,788
Hyundai	Elantra	SE IVT (SULEV)	2020	7,047	2.0L Inline-4 Gas	Gas	1	14,850
Hyundai	Elantra	SEL 2.0L IVT	2020	19,150	2.0L Inline-4 Gas	Gas	1	11,995
Hyundai	Elantra	SEL 2.0L IVT	2020	23,116	2.0L Inline-4 Gas	Gas	1	12,998
Hyundai	Elantra	Value Edition 2.0L IVT	2020	12,529	2.0L Inline-4 Gas	Gas	1	13,955
Hyundai	Elantra	SEL 2.0L IVT	2020	41,123	2.0L Inline-4 Gas	Gas	1	12,997
Hyundai	Tucson	SE FWD	2020	7,870	2.0L Inline-4 Gas	Gas	1	17,452
Hyundai	Tucson	SE FWD	2020	10,235	2.0L Inline-4 Gas	Gas	1	17,995
Mercedes-Benz	GLK	GLK 350 RWD	2013	80,742	3.5L V-6 Gas	Gas	2	16,990
Mercedes-Benz	GLK	GLK 350 4MATIC	2013	74,592	3.5L V-6 Gas	Gas	2	17,989
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	106,555	1.8L Inline-4 Gas Turbocharged	Gas	2	9,994
Mercedes-Benz	M-Class	ML 350 4MATIC	2013	89,406	3.5L V-6 Gas	Gas	1	16,500
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	96,421	1.8L Inline-4 Gas Turbocharged	Gas	1	9,896
Mercedes-Benz	SL	SL 550 Roadster	2013	97,919	4.7L V-8 Gas Turbocharged	Gas	3	29,990
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	98,658	1.8L Inline-4 Gas Turbocharged	Gas	3	9,950
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	93,526	1.8L Inline-4 Gas Turbocharged	Gas	2	9,995
Mercedes-Benz	GLK	GLK 350 RWD	2013	94,765	3.5L V-6 Gas	Gas	1	12,000
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	101,588	3.5L V-6 Gas	Gas	2	10,386
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	53,190	1.8L Inline-4 Gas Turbocharged	Gas	4	12,150
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	66,863	1.8L Inline-4 Gas Turbocharged	Gas	3	11,855
Mercedes-Benz	E-Class	E 350 Luxury Sedan RWD	2013	127,625	3.5L V-6 Gas	Gas	2	11,489
Mercedes-Benz	E-Class	E 350 4MATIC Luxury Sedan	2013	73,351	3.5L V-6 Gas	Gas	2	13,998
Mercedes-Benz	E-Class	E 350 4MATIC Sport Sedan	2013	90,598	3.5L V-6 Gas	Gas	3	13,995
Mercedes-Benz	E-Class	E 350 Luxury Sedan RWD	2013	96,372	3.5L V-6 Gas	Gas	2	12,900
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	76,864	3.5L V-6 Gas	Gas	1	14,990
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	151,191	3.5L V-6 Gas	Gas	2	8,983
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	101,197	3.5L V-6 Gas	Gas	3	11,999
Mercedes-Benz	GL	GL 450 4MATIC	2013	67,860	4.7L V-8 Gas Turbocharged	Gas	3	20,489
Mercedes-Benz	S-Class	S 550 4MATIC Sedan	2013	310,215	4.6L V-8 Gas Turbocharged	Gas	2	14,888
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	95,229	3.5L V-6 Gas	Gas	2	9,900
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	97,000	1.8L Inline-4 Gas Turbocharged	Gas	5	8,999
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	105,749	3.5L V-6 Gas	Gas	3	11,995
Mercedes-Benz	GL	GL 63 AMG 4MATIC	2013	67,193	5.5L V-8 Gas Turbocharged	Gas	2	37,998
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	114,119	3.5L V-6 Gas	Gas	3	9,993
Mercedes-Benz	C-Class	C 250 Luxury Sedan RWD	2013	46,000	1.8L Inline-4 Gas Turbocharged	Gas	4	12,700
Mercedes-Benz	M-Class	ML 350 4MATIC	2013	80,309	3.5L V-6 Gas	Gas	2	19,590
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	100,385	1.8L Inline-4 Gas Turbocharged	Gas	3	9,994
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	106,636	1.8L Inline-4 Gas Turbocharged	Gas	2	9,694
Mercedes-Benz	C-Class	C 250 Coupe RWD	2013	81,596	1.8L Inline-4 Gas Turbocharged	Gas	2	12,000
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	109,240	3.5L V-6 Gas	Gas	4	9,995
Mercedes-Benz	SL	SL 550 Roadster	2013	67,654	4.7L V-8 Gas Turbocharged	Gas	2	33,889
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	74,155	3.5L V-6 Gas	Gas	2	13,495
Mercedes-Benz	GLK	GLK 350 4MATIC	2013	75,843	3.5L V-6 Gas	Gas	2	16,990
Mercedes-Benz	GL	GL 450 4MATIC	2013	106,982	4.7L V-8 Gas Turbocharged	Gas	2	15,999
Mercedes-Benz	C-Class	C 250 Coupe RWD	2013	61,977	1.8L Inline-4 Gas Turbocharged	Gas	2	11,998
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	91,413	1.8L Inline-4 Gas Turbocharged	Gas	2	10,000
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	80,570	3.5L V-6 Gas	Gas	3	11,995
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	88,057	3.5L V-6 Gas	Gas	6	11,913
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	71,618	1.8L Inline-4 Gas Turbocharged	Gas	2	9,495
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	72,371	3.5L V-6 Gas	Gas	3	13,995
Mercedes-Benz	C-Class	C 250 Coupe RWD	2013	67,813	1.8L Inline-4 Gas Turbocharged	Gas	4	11,999
Mercedes-Benz	E-Class	E 350 4MATIC Luxury Sedan	2013	123,500	3.5L V-6 Gas	Gas	2	14,495
Mercedes-Benz	GL	GL 550 4MATIC	2013	79,868	4.7L V-8 Gas Turbocharged	Gas	2	29,990
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	69,950	3.5L V-6 Gas	Gas	3	12,499
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	79,256	1.8L Inline-4 Gas Turbocharged	Gas	2	11,695
Mercedes-Benz	M-Class	ML 350 RWD	2013	125,182	3.5L V-6 Gas	Gas	2	12,798
Mercedes-Benz	M-Class	ML 350 BlueTEC 4MATIC	2013	101,701	3.0L V-6 Diesel Turbocharged	Diesel	1	14,995
Mercedes-Benz	S-Class	S 550 Sedan RWD	2013	100,685	4.6L V-8 Gas Turbocharged	Gas	2	22,995
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	100,821	1.8L Inline-4 Gas Turbocharged	Gas	2	9,995
Mercedes-Benz	E-Class	E 350 Luxury Sedan RWD	2013	115,407	3.5L V-6 Gas	Gas	3	10,995
Mercedes-Benz	C-Class	C 250 Coupe RWD	2013	65,631	1.8L Inline-4 Gas Turbocharged	Gas	3	13,395
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	75,000	3.5L V-6 Gas	Gas	2	13,805
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	90,088	1.8L Inline-4 Gas Turbocharged	Gas	3	10,995
Mercedes-Benz	GL	GL 450 4MATIC	2013	108,186	4.7L V-8 Gas Turbocharged	Gas	3	16,595
Mercedes-Benz	Sprinter Crew Van	2500 Standard SWB	2013	86,336	3.0L V-6 Diesel Turbocharged	Diesel	2	24,500
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	78,509	1.8L Inline-4 Gas Turbocharged	Gas	3	10,995
Mercedes-Benz	E-Class	E 350 4MATIC Sport Sedan	2013	64,315	3.5L V-6 Gas	Gas	2	16,391
Mercedes-Benz	GL	GL 450 4MATIC	2013	81,196	4.7L V-8 Gas Turbocharged	Gas	2	17,995
Mercedes-Benz	M-Class	ML 350 RWD	2013	83,272	3.5L V-6 Gas	Gas	2	15,950
Mercedes-Benz	GLK	GLK 350 RWD	2013	73,150	3.5L V-6 Gas	Gas	3	14,690
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	39,011	1.8L Inline-4 Gas Turbocharged	Gas	4	14,990
Mercedes-Benz	S-Class	S 400 Hybrid Sedan RWD	2013	80,796	3.5L V-6 Hybrid	Hybrid	2	18,900
Mercedes-Benz	G-Class	G 63 AMG 4MATIC	2013	19,253	5.5L V-8 Gas Turbocharged	Gas	2	74,900
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	91,475	1.8L Inline-4 Gas Turbocharged	Gas	4	10,495
Mercedes-Benz	M-Class	ML 350 4MATIC	2013	75,100	3.5L V-6 Gas	Gas	3	18,995
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	148,792	1.8L Inline-4 Gas Turbocharged	Gas	3	8,499
Mercedes-Benz	GL	GL 550 4MATIC	2013	60,931	4.7L V-8 Gas Turbocharged	Gas	2	24,998
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	83,195	1.8L Inline-4 Gas Turbocharged	Gas	3	10,999
Mercedes-Benz	E-Class	E 350 Luxury Sedan RWD	2013	36,883	3.5L V-6 Gas	Gas	2	17,322
Mercedes-Benz	GLK	GLK 350 4MATIC	2013	81,983	3.5L V-6 Gas	Gas	3	16,590
Mercedes-Benz	C-Class	C 350 Sport Sedan RWD	2013	12,070	3.5L V-6 Gas	Gas	3	20,990
Mercedes-Benz	M-Class	ML 350 RWD	2013	133,931	3.5L V-6 Gas	Gas	1	13,250
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	97,000	1.8L Inline-4 Gas Turbocharged	Gas	3	10,200
Mercedes-Benz	C-Class	C 300 4MATIC Luxury Sedan	2013	73,901	3.5L V-6 Gas	Gas	1	14,990
Mercedes-Benz	SL	SL 550 Roadster	2013	39,055	4.7L V-8 Gas Turbocharged	Gas	2	39,000
Mercedes-Benz	GLK	GLK 350 RWD	2013	82,071	3.5L V-6 Gas	Gas	2	14,494
Mercedes-Benz	C-Class	C 250 Coupe RWD	2013	53,312	1.8L Inline-4 Gas Turbocharged	Gas	3	15,590
Mercedes-Benz	M-Class	ML 350 4MATIC	2013	51,045	3.5L V-6 Gas	Gas	2	19,491
Mercedes-Benz	E-Class	E 350 Sport BlueTEC Sedan RWD	2013	76,993	3.0L V-6 Diesel Turbocharged	Diesel	1	14,999
Mercedes-Benz	GLK	GLK 350 RWD	2013	80,742	3.5L V-6 Gas	Gas	2	16,990
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	49,334	3.5L V-6 Gas	Gas	3	14,980
Mercedes-Benz	Sprinter Passenger Van	2500 Standard Roof SWB	2013	91,790	3.0L V-6 Diesel Turbocharged	Diesel	2	19,999
Mercedes-Benz	C-Class	C 250 Coupe RWD	2013	40,616	1.8L Inline-4 Gas Turbocharged	Gas	4	14,400
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	65,116	1.8L Inline-4 Gas Turbocharged	Gas	3	10,950
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	125,520	3.5L V-6 Gas	Gas	3	10,499
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2013	85,357	3.5L V-6 Gas	Gas	3	12,837
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	72,307	1.8L Inline-4 Gas Turbocharged	Gas	2	11,495
Mercedes-Benz	E-Class	E 350 4MATIC Luxury Sedan	2013	82,849	3.5L V-6 Gas	Gas	2	14,977
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	74,938	1.8L Inline-4 Gas Turbocharged	Gas	2	11,995
Mercedes-Benz	SL	SL 550 Roadster	2013	73,847	4.7L V-8 Gas Turbocharged	Gas	3	31,995
Mercedes-Benz	M-Class	ML 350 4MATIC	2013	106,955	3.5L V-6 Gas	Gas	2	16,500
Mercedes-Benz	S-Class	S 400 Hybrid Sedan RWD	2013	80,796	3.5L V-6 Hybrid	Hybrid	2	18,900
Mercedes-Benz	G-Class	G 63 AMG 4MATIC	2013	19,253	5.5L V-8 Gas Turbocharged	Gas	2	74,900
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	91,475	1.8L Inline-4 Gas Turbocharged	Gas	4	10,495
Mercedes-Benz	M-Class	ML 350 4MATIC	2013	75,100	3.5L V-6 Gas	Gas	3	18,995
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	148,792	1.8L Inline-4 Gas Turbocharged	Gas	3	8,499
Mercedes-Benz	GL	GL 550 4MATIC	2013	60,931	4.7L V-8 Gas Turbocharged	Gas	2	24,998
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2013	83,195	1.8L Inline-4 Gas Turbocharged	Gas	3	10,999
Mercedes-Benz	M-Class	ML 350 RWD	2014	51,247	3.5L V-6 Gas	Gas	4	21,500
Mercedes-Benz	S-Class	S 550 Sedan RWD	2014	46,231	4.6L V-8 Gas Turbocharged	Gas	2	38,990
Mercedes-Benz	GL	GL 450 4MATIC	2014	76,304	4.7L V-8 Gas Turbocharged	Gas	1	23,499
Mercedes-Benz	SLK	SLK 250 Roadster	2014	50,021	1.8L Inline-4 Gas Turbocharged	Gas	3	18,995
Mercedes-Benz	GLK	GLK 350 RWD	2014	93,850	3.5L V-6 Gas	Gas	3	13,594
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2014	66,794	1.8L Inline-4 Gas Turbocharged	Gas	2	12,991
Mercedes-Benz	E-Class	E 350 Sport Sedan RWD	2014	89,255	3.5L V-6 Gas	Gas	4	15,000
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2014	63,707	3.5L V-6 Gas	Gas	1	14,000
Mercedes-Benz	E-Class	E 350 4MATIC Sport Sedan	2014	38,817	3.5L V-6 Gas	Gas	1	18,995
Mercedes-Benz	C-Class	C 300 4MATIC Sport Sedan	2014	88,777	3.5L V-6 Gas	Gas	2	12,500
Mercedes-Benz	GL	GL 450 4MATIC	2014	82,821	4.7L V-8 Gas Turbocharged	Gas	2	19,995
Mercedes-Benz	E-Class	E 350 Sport Sedan RWD	2014	64,958	3.5L V-6 Gas	Gas	2	18,288
Mercedes-Benz	E-Class	E 350 4MATIC Luxury Sedan	2014	91,294	3.5L V-6 Gas	Gas	3	17,590
Mercedes-Benz	E-Class	E 350 Sport Sedan RWD	2014	69,043	3.5L V-6 Gas	Gas	2	16,589
Mercedes-Benz	C-Class	C 250 Sport Sedan RWD	2014	68,955	1.8L Inline-4 Gas Turbocharged	Gas	2	11,995
