make	model	body style	year	mileage	engine	fuel type	number of owners	price
Honda	CR-V	EX-L AWD	2020	7,371	1.5L Inline-4 Gas Turbocharged	Gas	1	28,995
Honda	Accord	LX 1.5T CVT	2020	17,959	1.5L Inline-4 Gas Turbocharged	Gas	1	18,975
Ford	Explorer	Base FWD	2013	109,321	3.5L V-6 Gas	Gas	1	11,800
Ford	Escape	SEL 4WD	2013	44,910	2.0L Inline-4 Gas Turbocharged	Gas	1	13,998
Ford	Mustang	GT Premium Coupe	2013	16,466	5.0L V-8 Gas	Gas	1	26,999
Ford	Escape	SEL 4WD	2013	106,102	1.6L Inline-4 Gas Turbocharged	Gas	4	7,900
Ford	Escape	SE FWD	2013	138,791	1.6L Inline-4 Gas Turbocharged	Gas	2	6,995
Ford	Escape	SEL 4WD	2013	97,531	1.6L Inline-4 Gas Turbocharged	Gas	5	9,999
Ford	Edge	SEL FWD	2013	134,849	3.5L V-6 Gas	Gas	3	8,900
Ford	Escape	SE FWD	2013	133,470	1.6L Inline-4 Gas Turbocharged	Gas	2	6,749
Ford	Fusion	SE FWD	2013	108,331	2.5L Inline-4 Gas	Gas	2	7,999
Ford	Fusion	SE FWD	2013	118,797	2.5L Inline-4 Gas	Gas	2	6,500
Ford	Escape	SEL 4WD	2013	128,682	1.6L Inline-4 Gas Turbocharged	Gas	2	6,990
Ford	Escape	S FWD	2013	106,735	2.5L Inline-4 Gas	Gas	1	6,998
Ford	Explorer	XLT FWD	2013	105,380	3.5L V-6 Gas	Gas	3	10,490
Ford	Explorer	Base FWD	2013	150,639	3.5L V-6 Gas	Gas	4	8,500
Ford	F-150	XL SuperCrew 5.5' Box 2WD	2013	136,269	5.0L V-8 Gas	Gas	3	12,995
Ford	Edge	Limited AWD	2013	76,567	3.5L V-6 Gas	Gas	2	11,994
Ford	Explorer	XLT FWD	2013	78,562	3.5L V-6 Gas	Gas	3	11,991
Ford	F-150	XLT SuperCrew 5.5' Box 4WD	2013	103,332	3.5L V-6 Gas Turbocharged	Gas	3	17,994
Ford	Focus	SE Sedan	2013	121,242	2.0L Inline-4 Gas	Gas	2	4,449
Ford	Edge	SE FWD	2013	125,423	3.5L V-6 Gas	Gas	2	6,495
Ford	Mustang	V6 Coupe	2013	198,869	3.7L V-6 Gas	Gas	2	7,488
Ford	Edge	SE FWD	2013	158,107	2.0L V-4 Gas Turbocharged	Gas	3	5,900
Ford	F-150	XL Regular Cab 6.5' Box 4WD	2013	155,205	3.7L V-6 Gas	Gas	2	9,995
Ford	Explorer	XLT 4WD	2013	167,811	3.5L V-6 Gas	Gas	3	8,000
Ford	Focus	SE Sedan	2013	86,760	2.0L Inline-4 Gas	Gas	2	4,989
Ford	Escape	S FWD	2013	161,103	2.5L Inline-4 Gas	Gas	1	5,539
Ford	Edge	Limited FWD	2013	87,324	2.0L V-4 Gas Turbocharged	Gas	2	11,993
Ford	Explorer	XLT 4WD	2013	132,150	3.5L V-6 Gas	Gas	2	9,987
Ford	Fusion	SE FWD	2013	122,110	1.6L Inline-4 Gas Turbocharged	Gas	3	7,407
Ford	Escape	Titanium FWD	2013	106,313	2.0L Inline-4 Gas Turbocharged	Gas	2	10,296
Ford	Escape	SEL FWD	2013	97,572	1.6L Inline-4 Gas Turbocharged	Gas	2	9,000
Ford	Fusion	SE FWD	2013	124,040	2.5L Inline-4 Gas	Gas	3	7,900
Ford	Focus	SE Sedan	2013	97,973	2.0L Inline-4 Gas	Gas	4	6,495
Ford	Explorer	XLT FWD	2013	172,729	3.5L V-6 Gas	Gas	2	7,995
Ford	Focus	Titanium Hatchback	2013	80,819	2.0L Inline-4 Gas	Gas	3	6,813
Ford	Fusion	Hybrid SE FWD	2013	103,276	2.0L Inline-4 Hybrid	Hybrid	2	8,000
Ford	Fusion	Hybrid SE FWD	2013	97,473	2.0L Inline-4 Hybrid	Hybrid	2	8,950
Ford	F-150	XL SuperCrew 5.5' Box 4WD	2013	144,104	5.0L V-8 Gas	Gas	0	14,995
Ford	Edge	Limited FWD	2013	96,803	3.5L V-6 Gas	Gas	2	10,312
Ford	C-Max	Energi SEL	2013	90,653	2.0L Inline-4 Plug-In Hybrid	Plug-In Hybrid	3	5,699
Ford	F-150	XLT SuperCab 6.5' Box 4WD	2013	141,153	3.5L V-6 Gas Turbocharged	Gas	3	16,900
Ford	F-150	XLT Regular Cab 6.5' Box 4WD	2013	97,768	3.7L V-6 Gas	Gas	2	15,000
Ford	Explorer	Limited FWD	2013	99,555	2.0L V-4 Gas Turbocharged	Gas	2	14,999
Ford	Fusion	S FWD	2013	217,255	2.5L Inline-4 Gas	Gas	1	3,996
Ford	F-150	XLT SuperCrew 5.5' Box 4WD	2013	257,866	3.5L V-6 Gas Turbocharged	Gas	2	10,990
Ford	Mustang	GT Convertible	2013	34,178	5.0L V-8 Gas	Gas	3	20,987
Ford	Escape	SE 4WD	2013	131,670	1.6L Inline-4 Gas Turbocharged	Gas	3	6,566
Ford	Focus	Electric Hatchback	2013	55,235	L - Electric	Electric	2	8,724
Ford	F-150	Platinum SuperCrew 5.5' Box 4WD	2013	151,339	3.5L V-6 Gas Turbocharged	Gas	2	16,480
Ford	Escape	Titanium 4WD	2013	65,806	2.0L Inline-4 Gas Turbocharged	Gas	2	11,875
Ford	Explorer	XLT 4WD	2013	104,871	3.5L V-6 Gas	Gas	2	13,429
Ford	F-150	FX4 SuperCrew 6.5' Box 4WD	2013	143,203	3.5L V-6 Gas Turbocharged	Gas	2	15,995
Ford	Explorer	XLT 4WD	2013	117,614	3.5L V-6 Gas	Gas	1	11,995
Ford	Edge	SE FWD	2013	138,216	2.0L V-4 Gas Turbocharged	Gas	2	6,434
Ford	Edge	SEL FWD	2013	80,152	3.5L V-6 Gas	Gas	2	10,298
Ford	Focus	SE Sedan	2013	103,458	2.0L Inline-4 Gas	Gas	3	5,900
Ford	Escape	SEL 4WD	2013	80,285	2.0L Inline-4 Gas Turbocharged	Gas	2	10,979
Ford	Escape	SEL FWD	2013	125,092	1.6L Inline-4 Gas Turbocharged	Gas	2	7,699
Ford	Fusion	SE FWD	2013	128,250	1.6L Inline-4 Gas Turbocharged	Gas	3	3,800
Ford	Edge	SE FWD	2013	93,172	3.5L V-6 Gas	Gas	3	8,995
Ford	Escape	SEL FWD	2013	70,583	2.0L Inline-4 Gas Turbocharged	Gas	1	10,997
Ford	F-150	XL SuperCrew 5.5' Box 2WD	2013	108,567	5.0L V-8 Gas	Gas	1	15,999
Ford	Escape	SE 4WD	2013	63,508	1.6L Inline-4 Gas Turbocharged	Gas	2	9,994
Ford	Super Duty F-250	Lariat Crew Cab 156" 4WD	2013	148,743	6.2L V-8 Gas	Gas	3	24,990
Ford	Super Duty F-250	Lariat Crew Cab 156" 4WD	2013	130,917	6.2L V-8 Gas	Gas	1	29,500
Ford	Focus	Titanium Hatchback	2013	93,341	2.0L Inline-4 Gas	Gas	2	6,995
Ford	Fusion	SE FWD	2013	63,150	2.0L Inline-4 Gas Turbocharged	Gas	4	8,600
Ford	Fusion	SE FWD	2013	98,742	1.6L Inline-4 Gas Turbocharged	Gas	3	7,977
Ford	Escape	S FWD	2013	80,000	2.5L Inline-4 Gas	Gas	1	6,999
Ford	Fusion	Hybrid Titanium FWD	2013	75,081	2.0L Inline-4 Hybrid	Hybrid	1	10,139
Ford	Explorer	Base FWD	2013	151,979	3.5L V-6 Gas	Gas	2	7,387
Ford	Edge	Limited FWD	2013	66,725	3.5L V-6 Gas	Gas	2	12,980
Ford	Focus	SE Sedan	2013	74,642	2.0L Inline-4 Gas	Gas	3	6,995
Ford	Focus	Titanium Hatchback	2013	132,163	2.0L Inline-4 Gas	Gas	3	6,495
Ford	Fusion	SE FWD	2013	51,717	2.0L Inline-4 Gas Turbocharged	Gas	2	9,731
Ford	F-150	FX4 SuperCab 6.5' Box 4WD	2013	97,910	5.0L V-8 Gas	Gas	3	17,200
Ford	Super Duty F-250	XL Crew Cab 156" 4WD	2013	166,586	6.2L V-8 Gas	Gas	4	17,400
Ford	F-150	FX4 SuperCrew 6.5' Box 4WD	2013	155,333	3.5L V-6 Gas Turbocharged	Gas	1	14,950
Ford	Super Duty F-350	XL Crew Cab 156" 4WD	2013	46,613	6.2L V-8 Gas	Gas	1	27,500
Ford	Escape	SE FWD	2013	122,041	1.6L Inline-4 Gas Turbocharged	Gas	3	7,952
Ford	Mustang	V6 Premium Convertible	2013	104,424	3.7L V-6 Gas	Gas	3	9,999
Ford	Edge	SEL FWD	2013	69,168	3.5L V-6 Gas	Gas	2	11,498
Ford	Fusion	Energi SE Luxury FWD	2013	67,973	2.0L Inline-4 Plug-In Hybrid	Plug-In Hybrid	4	10,990
Ford	F-150	XL SuperCab 6.5' Box 4WD	2013	162,207	5.0L V-8 Gas	Gas	1	10,999
Ford	Escape	SEL FWD	2013	146,000	2.0L Inline-4 Gas Turbocharged	Gas	5	6,991
Ford	F-150	XL SuperCrew 5.5' Box 4WD	2013	145,969	5.0L V-8 Gas	Gas	0	15,495
Ford	Explorer	Limited 4WD	2013	70,193	3.5L V-6 Gas	Gas	2	16,463
Ford	Edge	Limited AWD	2013	145,525	3.5L V-6 Gas	Gas	2	7,968
Ford	F-150	XL Regular Cab 6.5' Box 2WD	2013	133,015	3.7L V-6 Gas	Gas	1	8,999
Ford	Transit Connect Van	XL without side or rear door glass	2013	191,052	2.0L Inline-4 Gas	Gas	4	6,995
Ford	Fusion	SE FWD	2013	95,757	1.6L Inline-4 Gas Turbocharged	Gas	1	9,000
Ford	Fusion	Energi Titanium FWD	2013	91,491	2.0L Inline-4 Plug-In Hybrid	Plug-In Hybrid	2	8,500
Ford	F-150	XL Regular Cab 6.5' Box 4WD	2013	160,584	5.0L V-8 Gas	Gas	1	8,900
Ford	Super Duty F-250	Lariat Crew Cab 156" 4WD	2013	148,743	6.2L V-8 Gas	Gas	3	24,990
Ford	Super Duty F-250	Lariat Crew Cab 156" 4WD	2013	130,917	6.2L V-8 Gas	Gas	1	29,500
Ford	Focus	Titanium Hatchback	2013	93,341	2.0L Inline-4 Gas	Gas	2	6,995
Ford	Fusion	SE FWD	2013	63,150	2.0L Inline-4 Gas Turbocharged	Gas	4	8,600
Ford	Fusion	SE FWD	2013	98,742	1.6L Inline-4 Gas Turbocharged	Gas	3	7,977
Ford	Escape	S FWD	2013	80,000	2.5L Inline-4 Gas	Gas	1	6,999
Ford	Fusion	Hybrid Titanium FWD	2013	75,081	2.0L Inline-4 Hybrid	Hybrid	1	10,139
Ford	Fusion	SE FWD	2014	157,460	2.0L Inline-4 Gas Turbocharged	Gas	3	6,735
Ford	Focus	SE Sedan	2014	58,096	2.0L Inline-4 Gas	Gas	3	7,066
Ford	Edge	SE FWD	2014	72,349	3.5L V-6 Gas	Gas	1	11,099
Ford	Escape	SE FWD	2014	22,457	2.0L Inline-4 Gas Turbocharged	Gas	1	10,936
Ford	Escape	SE 4WD	2014	60,956	1.6L Inline-4 Gas Turbocharged	Gas	4	9,999
Ford	F-150	XL Regular Cab 8.0' Box RWD	2014	102,651	3.7L V-6 Gas	Gas	2	11,546
Ford	Fusion	SE FWD	2014	70,762	2.5L Inline-4 Gas	Gas	1	9,500
Ford	Fusion	SE FWD	2014	112,014	1.5L Inline-4 Gas Turbocharged	Gas	2	7,995
Ford	Escape	SE FWD	2014	111,989	1.6L Inline-4 Gas Turbocharged	Gas	2	7,995
Ford	Focus	SE Hatchback	2014	96,448	2.0L Inline-4 Gas	Gas	2	5,995
Ford	F-150	XL Regular Cab 8.0' Box RWD	2014	82,119	3.7L V-6 Gas	Gas	2	13,982
Ford	Escape	SE FWD	2014	92,699	1.6L Inline-4 Gas Turbocharged	Gas	2	8,793
Ford	F-150	XL SuperCab 8.0' Box RWD	2014	130,553	5.0L V-8 Gas	Gas	3	14,590
Ford	F-150	XL Regular Cab 8.0' Box RWD	2014	79,779	5.0L V-8 Gas	Gas	3	13,810
Ford	Escape	SE FWD	2014	112,857	1.6L Inline-4 Gas Turbocharged	Gas	2	8,975
Ford	F-150	XL Regular Cab 8.0' Box 4WD	2014	276,962	3.7L V-6 Gas	Gas	1	6,995
Ford	Fusion	SE FWD	2014	165,017	1.5L Inline-4 Gas Turbocharged	Gas	3	5,990
Ford	Focus	SE Sedan	2014	72,278	2.0L Inline-4 Gas	Gas	2	6,989
Ford	Edge	SEL FWD	2014	111,044	3.5L V-6 Gas	Gas	1	9,507
Ford	Fusion	SE FWD	2014	81,271	2.5L Inline-4 Gas	Gas	2	8,000
Ford	Focus	SE Sedan	2014	133,676	2.0L Inline-4 Gas	Gas	2	4,995
Ford	F-150	XLT SuperCrew 6.5' Box RWD	2014	115,964	5.0L V-8 Gas	Gas	2	15,995
Ford	Fusion	SE FWD	2014	105,067	1.5L Inline-4 Gas Turbocharged	Gas	1	6,990
Ford	Mustang	GT Coupe	2014	61,236	5.0L V-8 Gas	Gas	4	19,999
Ford	F-150	XL SuperCrew 5.5' Box 4WD	2014	139,620	5.0L V-8 Gas	Gas	1	15,585
Ford	F-150	XL SuperCab 8.0' Box RWD	2014	92,647	5.0L V-8 Gas	Gas	2	14,885
Ford	F-150	XL Regular Cab 8.0' Box RWD	2014	92,578	3.7L V-6 Gas	Gas	1	11,971
Ford	F-150	XL Regular Cab 8.0' Box RWD	2014	71,743	3.7L V-6 Gas	Gas	2	13,950
Ford	F-150	FX4 SuperCrew 5.5' Box 4WD	2014	56,650	3.5L V-6 Gas Turbocharged	Gas	2	27,200
Ford	Fusion	SE FWD	2014	104,678	1.5L Inline-4 Gas Turbocharged	Gas	2	9,990
Ford	Escape	Titanium 4WD	2014	107,525	1.6L Inline-4 Gas Turbocharged	Gas	2	10,695
Ford	F-150	STX SuperCrew 5.5' Box RWD	2014	124,940	3.7L V-6 Gas	Gas	1	15,977
Ford	Focus	SE Sedan	2014	91,616	2.0L Inline-4 Gas	Gas	2	5,999
Ford	Fusion	SE FWD	2014	106,366	2.5L Inline-4 Gas	Gas	2	7,500
Ford	F-150	XL SuperCrew 5.5' Box 4WD	2014	35,844	5.0L V-8 Gas	Gas	2	22,499
Ford	Fusion	SE FWD	2014	129,260	1.5L Inline-4 Gas Turbocharged	Gas	2	7,199
Ford	Escape	S FWD	2014	73,223	2.5L Inline-4 Gas	Gas	2	8,900
Ford	F-150	XL SuperCrew 5.5' Box RWD	2014	135,108	5.0L V-8 Gas	Gas	1	13,988
Ford	Explorer	Limited 4WD	2014	106,786	3.5L V-6 Gas	Gas	3	14,900
Ford	Fusion	SE FWD	2014	77,245	2.5L Inline-4 Gas	Gas	3	7,998
Ford	Fusion	S FWD	2014	89,922	2.5L Inline-4 Gas	Gas	2	6,995
Ford	F-150	XL SuperCrew 5.5' Box 4WD	2014	136,179	5.0L V-8 Gas	Gas	4	16,051
Ford	Fusion	SE FWD	2014	108,348	2.5L Inline-4 Gas	Gas	2	8,401
Ford	Focus	SE Sedan	2014	78,608	2.0L Inline-4 Gas	Gas	1	7,098
Ford	Focus	SE Sedan	2014	131,315	2.0L Inline-4 Gas	Gas	2	5,000
Ford	Explorer	Limited FWD	2014	81,791	3.5L V-6 Gas	Gas	1	15,344
Ford	Focus	ST Hatchback	2014	52,564	2.0L Inline-4 Gas Turbocharged	Gas	1	14,990
Ford	F-150	XL SuperCrew 5.5' Box 4WD	2014	76,759	5.0L V-8 Gas	Gas	2	22,995
Ford	Taurus	SEL FWD	2014	99,603	3.5L V-6 Gas	Gas	1	8,699
Ford	Escape	SE FWD	2014	129,315	2.0L Inline-4 Gas Turbocharged	Gas	3	6,999
Ford	Fusion	SE FWD	2014	89,902	2.5L Inline-4 Gas	Gas	1	9,990
Ford	F-150	XLT SuperCab 8.0' Box RWD	2014	114,276	5.0L V-8 Gas	Gas	1	12,995
Ford	Fiesta	SE Sedan	2014	102,000	1.6L Inline-4 Gas	Gas	1	5,219
Ford	F-150	XL SuperCab 6.5' Box RWD	2014	240,011	3.7L V-6 Gas	Gas	2	7,650
Ford	F-150	XLT SuperCab 8.0' Box 4WD	2014	88,077	3.5L V-6 Gas Turbocharged	Gas	2	18,300
Ford	Super Duty F-250	XLT SuperCab 142" 4WD	2014	91,803	6.2L V-8 Gas	Gas	2	21,399
Ford	Escape	SE FWD	2014	138,656	1.6L Inline-4 Gas Turbocharged	Gas	1	6,855
Ford	Focus	SE Sedan	2014	99,575	2.0L Inline-4 Gas	Gas	3	5,750
Ford	F-150	XL Regular Cab 8.0' Box RWD	2014	107,894	3.7L V-6 Gas	Gas	1	11,488
Ford	Focus	SE Sedan	2014	80,115	2.0L Inline-4 Gas	Gas	1	5,495
Ford	C-Max	Hybrid SE	2014	83,363	2.0L Inline-4 Hybrid	Hybrid	2	7,200
Ford	Taurus	Limited FWD	2014	130,048	3.5L V-6 Gas	Gas	2	8,900
Ford	Focus	SE Sedan	2014	79,003	2.0L Inline-4 Gas	Gas	1	6,499
Ford	Focus	SE Sedan	2014	79,003	2.0L Inline-4 Gas	Gas	1	6,499
Ford	Explorer	Limited 4WD	2014	108,385	3.5L V-6 Gas	Gas	1	14,000
Ford	Super Duty F-250	XL SuperCab 142" 4WD	2014	193,559	6.2L V-8 Gas	Gas	3	14,682
Ford	Focus	Titanium Hatchback	2014	54,603	2.0L Inline-4 Gas	Gas	2	8,995
Ford	Focus	SE Sedan	2014	96,518	2.0L Inline-4 Gas	Gas	4	5,995
Ford	Fusion	Energi Titanium FWD	2014	54,054	2.0L Inline-4 Plug-In Hybrid	Plug-In Hybrid	2	11,990
Ford	Fiesta	SE Sedan	2014	95,093	1.6L Inline-4 Gas	Gas	2	4,451
Ford	F-150	XLT SuperCrew 5.5' Box RWD	2014	114,375	3.5L V-6 Gas Turbocharged	Gas	3	18,499
Ford	Fusion	SE FWD	2014	91,335	1.5L Inline-4 Gas Turbocharged	Gas	3	7,995
Ford	Escape	SE 4WD	2014	192,823	2.0L Inline-4 Gas Turbocharged	Gas	3	5,995
Ford	F-150	XL SuperCab 8.0' Box RWD	2014	81,951	5.0L V-8 Gas	Gas	1	15,900
Ford	Fiesta	SE Hatchback	2014	38,712	1.6L Inline-4 Gas	Gas	3	8,031
Ford	Escape	SE FWD	2014	95,499	1.6L Inline-4 Gas Turbocharged	Gas	2	10,000
Ford	Focus	SE Hatchback	2014	73,647	2.0L Inline-4 Gas	Gas	1	5,981
Ford	Fiesta	Titanium Hatchback	2014	93,950	1.6L Inline-4 Gas	Gas	3	4,800
Ford	Edge	Limited FWD	2014	60,235	3.5L V-6 Gas	Gas	2	12,950
Ford	F-150	XL Regular Cab 8.0' Box RWD	2014	30,508	3.7L V-6 Gas	Gas	1	14,981
Ford	C-Max	Energi SEL	2014	36,050	2.0L Inline-4 Plug-In Hybrid	Plug-In Hybrid	1	10,988
Ford	Escape	SE FWD	2014	72,804	1.6L Inline-4 Gas Turbocharged	Gas	2	8,524
Ford	Fusion	SE FWD	2014	137,936	1.5L Inline-4 Gas Turbocharged	Gas	2	6,995
Ford	Focus	SE Sedan	2014	66,487	2.0L Inline-4 Gas	Gas	2	6,395
Ford	F-150	XL SuperCab 8.0' Box 4WD	2014	148,863	3.5L V-6 Gas Turbocharged	Gas	1	11,995
Ford	C-Max	Hybrid SE	2014	53,438	2.0L Inline-4 Hybrid	Hybrid	2	9,990
Ford	Taurus	SEL FWD	2014	137,951	3.5L V-6 Gas	Gas	2	7,500
Ford	Focus	Titanium Sedan	2014	23,422	2.0L Inline-4 Gas	Gas	2	10,500
Ford	Fusion	SE FWD	2014	89,029	2.0L Inline-4 Gas Turbocharged	Gas	1	8,994
Ford	Fusion	Hybrid Titanium FWD	2014	91,690	2.0L Inline-4 Hybrid	Hybrid	1	9,995
Ford	Explorer	Base FWD	2014	77,482	3.5L V-6 Gas	Gas	2	13,488
Ford	Focus	SE Sedan	2014	93,713	2.0L Inline-4 Gas	Gas	2	6,200
Ford	Super Duty F-350	XL Regular Cab 137" 4WD	2014	103,142	6.2L V-8 Gas	Gas	3	20,999
Ford	Econoline Commercial Cutaway	E-350 138" SRW	2014	204,459	5.4L V-8 Gas	Gas	1	10,995
Ford	Focus	SE Sedan	2014	78,962	2.0L Inline-4 Gas	Gas	2	6,220
Ford	Taurus	SEL FWD	2014	68,497	3.5L V-6 Gas	Gas	2	10,990
Ford	Escape	SE FWD	2014	58,593	1.6L Inline-4 Gas Turbocharged	Gas	1	10,999
Ford	Escape	Titanium 4WD	2014	106,792	1.6L Inline-4 Gas Turbocharged	Gas	3	10,185
Ford	F-150	XLT SuperCab 8.0' Box RWD	2014	55,400	3.5L V-6 Gas Turbocharged	Gas	2	18,900
Ford	Mustang	V6 Premium Coupe	2014	141,339	3.7L V-6 Gas	Gas	3	9,999
Ford	Escape	SE FWD	2015	78,496	1.6L Inline-4 Gas Turbocharged	Gas	2	11,990
Ford	Mustang	GT 50 Years Limited Edition Fastback	2015	14,158	5.0L V-8 Gas	Gas	2	35,490
Ford	Explorer	XLT 4WD	2015	113,081	3.5L V-6 Gas	Gas	3	14,334
Ford	Explorer	Sport 4WD	2015	83,885	3.5L V-6 Gas Turbocharged	Gas	2	17,488
Ford	Explorer	Sport 4WD	2015	96,802	3.5L V-6 Gas Turbocharged	Gas	2	16,799
Ford	Explorer	Sport 4WD	2015	100,093	3.5L V-6 Gas Turbocharged	Gas	2	10,875
Ford	Fusion	SE FWD	2015	87,222	1.5L Inline-4 Gas Turbocharged	Gas	3	8,800
Ford	Transit Cargo Van	T-250 with Sliding RH Door 148" Medium Roof 9000 GVWR	2015	113,689	3.7L V-6 Gas	Gas	1	16,990
Ford	Escape	SE FWD	2015	91,327	1.6L Inline-4 Gas Turbocharged	Gas	1	9,000
Ford	Focus	SE Hatchback	2015	71,266	2.0L Inline-4 Gas	Gas	1	5,995
Ford	Focus	SE Hatchback	2015	43,422	1.0L Inline-3 Gas Turbocharged	Gas	1	8,500
Ford	Super Duty F-250	Lariat Crew Cab 172" 4WD	2015	121,305	6.2L V-8 Gas	Gas	2	32,898
Ford	Super Duty F-250	XL Regular Cab 137" RWD	2015	58,096	6.2L V-8 Gas	Gas	1	18,995
Ford	Focus	SE Hatchback	2015	58,288	2.0L Inline-4 Gas	Gas	1	7,966
Ford	Econoline Commercial Cutaway	E-350 138" DRW	2015	110,370	5.4L V-8 Gas	Gas	1	14,994
Ford	Escape	Titanium FWD	2015	114,016	1.6L Inline-4 Gas Turbocharged	Gas	1	9,991
Ford	Focus	SE Sedan	2015	78,595	2.0L Inline-4 Gas	Gas	2	6,400
Ford	Focus	SE Sedan	2015	68,415	2.0L Inline-4 Gas	Gas	2	7,883
Ford	Super Duty F-250	XL SuperCab 158" RWD	2015	147,643	6.2L V-8 Gas	Gas	2	16,400
Ford	Focus	SE Hatchback	2015	104,118	2.0L Inline-4 Gas	Gas	3	6,399
Ford	Super Duty F-350	XL Crew Cab 156" 4WD	2015	98,957	6.2L V-8 Gas	Gas	1	23,099
Ford	Econoline Commercial Cutaway	E-350 138" DRW	2015	47,051	5.4L V-8 Gas	Gas	1	22,990
Ford	Focus	SE Hatchback	2015	84,582	2.0L Inline-4 Gas	Gas	2	6,500
Ford	Mustang	V6 Fastback	2015	124,620	3.7L V-6 Gas	Gas	2	10,900
Ford	Escape	SE FWD	2015	63,358	2.5L Inline-4 Gas Turbocharged	Gas	2	9,971
Ford	Fusion	SE FWD	2015	67,545	2.5L Inline-4 Gas	Gas	2	9,291
Ford	F-150	XL SuperCrew 5.5' Box RWD	2015	95,941	5.0L V-8 Gas	Gas	1	22,544
Ford	Super Duty F-350	Platinum Crew Cab 172" 4WD	2015	90,029	6.7L V-8 Diesel Turbocharged	Diesel	1	36,900
Ford	F-150	XL SuperCrew 5.5' Box 4WD	2015	128,724	2.7L V-6 Gas Turbocharged	Gas	1	17,995
Ford	Super Duty F-350	Lariat Crew Cab 156" 4WD	2015	60,340	6.2L V-8 Gas	Gas	1	39,998
Ford	Explorer	XLT 4WD	2015	85,312	3.5L V-6 Gas	Gas	1	14,991
Ford	Escape	SE 4WD	2015	74,295	1.6L Inline-4 Gas Turbocharged	Gas	3	10,750
Ford	F-150	XLT SuperCab 6.5' Box 4WD	2015	55,805	2.7L V-6 Gas Turbocharged	Gas	2	22,950
Ford	Fusion	SE FWD	2015	41,791	2.5L Inline-4 Gas	Gas	2	9,995
Ford	Super Duty F-250	XL Regular Cab 137" RWD	2015	183,657	6.2L V-8 Gas	Gas	2	11,900
Ford	F-150	XL SuperCrew 5.5' Box 4WD	2015	108,490	2.7L V-6 Gas Turbocharged	Gas	1	21,715
Ford	Transit Passenger Wagon	T-350 XLT with Sliding RH Door 148" Low Roof	2015	74,775	3.7L V-6 Gas	Gas	2	17,000
Ford	Super Duty F-250	XLT Regular Cab 137" RWD	2015	100,618	6.2L V-8 Gas	Gas	3	16,500
Ford	Super Duty F-350	Lariat Crew Cab 156" 4WD	2015	90,527	6.2L V-8 Gas	Gas	1	36,000
Ford	F-150	XL SuperCrew 6.5' Box RWD	2015	117,443	2.7L V-6 Gas Turbocharged	Gas	1	17,995
Ford	Focus	SE Hatchback	2015	67,476	2.0L Inline-4 Gas	Gas	3	6,995
Ford	F-150	XLT SuperCrew 6.5' Box 4WD	2015	68,780	5.0L V-8 Gas	Gas	1	24,938
Ford	F-150	XLT SuperCrew 5.5' Box 4WD	2015	197,281	5.0L V-8 Gas	Gas	2	15,999
Ford	Transit Passenger Wagon	T-350 XL with Swing-Out RH Door 148" Low Roof	2015	80,624	3.7L V-6 Gas	Gas	2	15,950
Ford	F-150	XL SuperCab 6.5' Box 4WD	2015	145,919	3.5L V-6 Gas	Gas	2	15,988
Ford	Super Duty F-350	Platinum Crew Cab 172" 4WD	2015	81,187	6.2L V-8 Gas	Gas	2	38,488
Ford	Focus	SE Hatchback	2015	95,942	2.0L Inline-4 Gas	Gas	4	6,495
Ford	Super Duty F-350	XLT Crew Cab 156" 4WD	2015	77,760	6.2L V-8 Gas	Gas	1	28,990
Ford	Super Duty F-250	Lariat Crew Cab 172" 4WD	2015	86,517	6.2L V-8 Gas	Gas	1	28,950
Ford	Super Duty F-350	Platinum Crew Cab 172" 4WD	2015	154,945	6.7L V-8 Diesel Turbocharged	Diesel	1	27,975
Ford	Transit Passenger Wagon	T-350 XLT with Swing-Out RH Door 148" Low Roof	2015	68,923	3.7L V-6 Gas	Gas	2	18,882
Ford	Super Duty F-250	XL Crew Cab 172" 4WD	2015	125,039	6.2L V-8 Gas	Gas	4	19,900
Ford	Focus	SE Hatchback	2015	87,818	2.0L Inline-4 Gas	Gas	1	5,900
Ford	Expedition	EL XLT RWD	2015	178,840	3.5L V-6 Gas Turbocharged	Gas	2	13,654
Ford	Transit Passenger Wagon	T-350 XLT with Swing-Out RH Door 148" Low Roof	2015	59,468	3.7L V-6 Gas	Gas	2	19,233
Ford	Escape	SE FWD	2015	75,149	1.6L Inline-4 Gas Turbocharged	Gas	3	9,699
Ford	Super Duty F-350 Chassis Cab	XL Crew Cab 176" 60" CA DRW 4WD	2015	73,648	6.2L V-8 Gas	Gas	1	28,999
Ford	Edge	Titanium FWD	2015	94,205	2.0L Inline-4 Gas Turbocharged	Gas	2	11,591
Ford	Super Duty F-350	XL Crew Cab 156" 4WD	2015	144,739	6.7L V-8 Diesel Turbocharged	Diesel	1	24,998
Ford	Escape	SE 4WD	2015	74,769	1.6L Inline-4 Gas Turbocharged	Gas	2	11,990
Ford	Super Duty F-350	Lariat Crew Cab 156" 4WD	2015	76,251	6.2L V-8 Gas	Gas	2	37,688
Ford	Super Duty F-250	XL Crew Cab 156" RWD	2015	124,897	6.2L V-8 Gas	Gas	1	16,995
Ford	F-150	XLT SuperCrew 5.5' Box RWD	2015	131,798	2.7L V-6 Gas Turbocharged	Gas	1	18,995
